AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
Velachery,1806,71,3.0,2.0,5,Partial,Yes,House,AllPub,Paved,RM,3.2,3.4,3.0,3.23,108851,10885120
Adyar,1152,75,1.0,1.0,3,AbNormal,No,Others,NoSeWa,No Access,RM,2.1,3.2,3.6,3.07,69043,9863280
Chrompet,1288,190,2.0,1.0,4,Partial,Yes,Commercial,NoSeWa,Gravel,RM,2.1,3.4,2.7,2.8,94400,15733300
Karapakkam,730,9,1.0,1.0,2,Family,No,Commercial,ELO,Paved,C,2.5,4.3,2.4,3.0,109169,5198500
Velachery,1730,162,2.0,1.0,4,Family,No,Others,NoSewr ,Paved,RM,2.9,2.1,4.1,2.9,191088,10616020
Chrompet,845,101,1.0,1.0,3,Family,No,Commercial,NoSewr ,Paved,RL,3.0,4.9,3.9,4.03,138760,10673850
Velachery,1776,136,2.0,1.0,4,Family,No,Commercial,ELO,Gravel,RH,3.6,2.8,4.7,3.57,133514,14834920
Chrompet,913,200,1.0,1.0,3,AbNormal,Yes,Commercial,NoSewr ,Paved,RM,3.9,3.0,3.2,3.33,154717,12893050
Chrompet,1124,141,1.0,1.0,3,Normal Sale,No,Others,NoSewr ,Paved,RH,2.7,2.7,3.5,2.94,82439,8243880
Karapakkam,766,152,1.0,1.0,2,Partial,No,Commercial,NoSeWa,No Access,C,3.3,2.1,3.6,3.06,70995,4733000
Karapakkam,665,190,1.0,1.0,2,AbNormal,No,Commercial,NoSeWa,Paved,RH,3.2,2.4,3.9,3.24,155641,6767000
Chrompet,762,149,1.0,1.0,2,Family,No,Others,AllPub,No Access,RH,2.0,4.1,3.5,3.29,30003,6000540
Velachery,1833,190,3.0,2.0,5,Normal Sale,Yes,House,ELO,Gravel,RH,3.0,3.4,2.4,3.0,141988,10922160
Chrompet,944,132,1.0,1.0,3,Family,No,Commercial,NoSewr ,Paved,RL,4.8,4.6,2.5,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],128299,11663500
Anna Nagar,1754,118,1.0,1.0,4,Family,No,Others,NoSewr ,Paved,RH,3.8,3.1,3.7,3.585,179401,11960070
Chrompet,875,39,1.0,1.0,3,AbNormal,Yes,Commercial,NoSewr ,Paved,RL,2.3,2.7,3.4,2.79,59768,11953500
Karapakkam,1392,33,2.0,2.0,4,AdjLand,Yes,House,NoSeWa,No Access,RM,2.0,2.4,4.4,3.08,102471,8539250
T Nagar,1853,158,2.0,1.0,5,Family,Yes,House,NoSeWa,No Access,RM,2.7,2.0,4.2,3.2,81317,13552840
Velachery,1576,185,2.0,1.0,4,Normal Sale,Yes,House,NoSeWa,Gravel,RM,4.0,4.7,3.2,4.08,207706,10931870
Chrompet,1022,0,1.0,1.0,3,Partial,Yes,Commercial,NoSeWa,Paved,RL,3.4,4.4,2.8,3.62,154886,12907200
Anna Nagar,1640,132,1.0,1.0,4,Normal Sale,No,House,NoSeWa,No Access,RL,3.5,3.1,3.1,3.24,202332,10649060
Chrompet,779,24,1.0,1.0,2,Partial,Yes,Others,NoSeWa,Paved,RL,4.0,2.9,3.9,3.53,40990,8197980
Velachery,1729,92,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,Gravel,RM,4.0,4.6,2.3,3.76,95652,11956550
Chrompet,715,129,1.0,1.0,2,Family,Yes,Commercial,AllPub,Gravel,RH,4.5,2.3,3.0,3.17,82271,10283850
Anna Nagar,1562,161,1.0,1.0,4,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,2.1,3.5,2.4,2.57,259716,17314380
Karapakkam,1203,36,1.0,1.0,3,Partial,Yes,Others,ELO,Gravel,C,4.2,4.6,2.3,3.56,72819,6619875
KK Nagar,1825,155,3.0,2.0,5,AdjLand,No,Others,AllPub,Gravel,RH,4.4,4.4,3.4,4.0,215661,10783060
Velachery,1707,48,2.0,1.0,4,Family,No,House,AllPub,Gravel,RH,2.0,3.2,5.0,3.44,136877,9125100
Adyar,998,140,1.0,1.0,3,Partial,Yes,Others,NoSeWa,Gravel,A,5.0,4.6,2.7,3.77,110004,7857455
Karapakkam,1675,34,2.0,2.0,4,Normal Sale,Yes,House,AllPub,No Access,RH,3.7,4.2,2.6,3.41,124463,8297500
Anna Nagar,1792,156,1.0,1.0,4,Family,No,Commercial,ELO,Gravel,RM,5.0,2.1,2.0,3.075,103486,20697270
Anna Nagar,1574,54,1.0,1.0,4,Partial,Yes,House,NoSeWa,Gravel,RH,4.1,3.9,2.3,3.33,211905,11772480
Karapakkam,1070,67,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,Gravel,I,3.6,4.9,3.8,4.07,136185,9727500
Chrompet,1125,156,1.0,1.0,3,Normal Sale,No,Commercial,ELO,Gravel,RH,3.8,4.2,4.5,4.17,86807,12401000
Velachery,1971,12,3.0,2.0,5,Family,Yes,Commercial,NoSewr ,No Access,C,3.8,3.4,4.9,3.95,306939,14616160
KK Nagar,1361,93,2.0,1.0,4,Family,No,House,NoSeWa,Paved,RM,4.5,3.4,3.7,3.85,152608,8976940
KK Nagar,1786,74,3.0,2.0,5,Family,No,House,NoSewr ,Gravel,RL,3.0,3.0,4.9,3.76,229086,9960280
Karapakkam,612,32,1.0,1.0,2,Normal Sale,Yes,Commercial,AllPub,No Access,A,4.0,4.4,4.5,4.32,116947,5315750
T Nagar,1596,154,1.0,1.0,4,AdjLand,No,House,NoSeWa,Paved,RH,4.4,3.1,4.9,4.3,191464,11262600
Anna Nagar,1644,66,1.0,1.0,4,Normal Sale,No,Others,AllPub,No Access,RH,4.7,2.7,4.9,4.28,175226,11681720
Adyar,1041,78,1.0,1.0,3,AdjLand,No,Commercial,ELO,Paved,A,3.6,4.1,4.4,4.1,42586,10646530
Chrompet,810,24,1.0,1.0,3,Partial,No,Commercial,ELO,Paved,RH,3.2,4.0,4.9,4.03,56117,9352750
Chrompet,837,117,1.0,1.0,3,AdjLand,No,Others,NoSewr ,No Access,RM,3.9,3.2,2.8,3.29,102989,8582390
T Nagar,1884,181,2.0,1.0,5,AbNormal,Yes,House,AllPub,No Access,RM,2.0,2.1,4.4,3.105,196695,14049650
Chrompet,1063,187,1.0,1.0,3,AdjLand,Yes,Others,ELO,No Access,RL,3.0,2.0,2.4,2.42,148048,9253010
Karapakkam,1298,69,1.0,1.0,3,Family,No,Others,NoSewr ,Paved,I,2.4,4.7,3.0,3.33,120348,6686000
Anna Nagar,1867,149,2.0,1.0,5,AbNormal,No,House,NoSeWa,No Access,RH,2.3,2.6,2.0,2.255,182263,10721350
T Nagar,1575,172,1.0,1.0,4,Partial,No,House,NoSewr ,No Access,RL,2.5,3.8,3.3,3.185,80018,10002210
Karapakkam,1463,74,2.0,2.0,4,Normal Sale,Yes,Others,NoSeWa,Gravel,C,4.1,4.7,4.5,4.44,186550,8110875
Karapakkam,1164,0,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,No Access,RM,3.0,2.9,4.2,3.45,83818,8381750
Anna Nagar,1805,149,2.0,1.0,5,Normal Sale,No,Commercial,NoSeWa,Paved,RM,3.4,3.5,2.3,2.985,245265,20438790
Adyar,733,190,1.0,1.0,2,AbNormal,No,Others,ELO,No Access,C,4.3,5.0,2.4,3.49,73303,4886840
Adyar,1197,76,1.0,1.0,3,AdjLand,Yes,Others,AllPub,Paved,C,4.8,4.9,3.5,4.17,89150,9905510
KK Nagar,2069,131,3.0,2.0,5,Normal Sale,No,House,AllPub,Paved,RH,4.1,2.0,2.1,2.67,90382,10042440
Chrompet,956,22,1.0,1.0,3,Partial,No,Commercial,NoSewr ,Gravel,RH,2.2,2.5,2.7,2.47,67981,11330100
Adyar,736,79,1.0,1.0,2,AdjLand,Yes,House,NoSewr ,No Access,RH,4.2,4.5,3.8,4.06,31358,7839405
Chrompet,1050,198,1.0,1.0,3,Family,Yes,House,NoSewr ,Paved,RM,4.4,3.0,2.9,3.39,119923,9993600
KK Nagar,2047,70,3.0,2.0,5,Normal Sale,Yes,Others,NoSeWa,Paved,RL,5.0,3.3,3.2,3.77,167901,11992920
Adyar,632,50,1.0,1.0,2,AbNormal,Yes,Others,NoSeWa,Paved,RM,2.2,2.2,4.6,3.4,124593,8899500
Karapakkam,871,118,1.0,1.0,2,Family,No,Commercial,ELO,Paved,RL,4.0,4.7,3.7,4.09,153292,8068000
Adyar,811,192,1.0,1.0,3,Partial,Yes,Commercial,NoSewr ,No Access,A,2.4,4.5,2.5,2.87,35298,8824390
Adyar,1087,141,1.0,1.0,3,Normal Sale,No,Others,AllPub,Paved,C,4.8,4.4,4.3,4.47,8257,8257475
Chrompet,1170,126,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,Gravel,RH,3.5,2.4,3.0,2.91,30750,10250150
Velachery,1843,149,3.0,2.0,5,Partial,No,Others,ELO,Gravel,I,3.2,4.4,4.6,4.16,134897,9635530
T Nagar,1783,99,1.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3.8,4.2,2.1,3.135,141066,14106600
Karapakkam,847,39,1.0,1.0,2,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,2.7,4.7,4.5,4.02,216786,9032750
Chrompet,1258,78,2.0,1.0,4,Partial,No,Others,ELO,No Access,RH,4.4,4.9,3.3,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],32873,8218210
Karapakkam,979,176,1.0,1.0,3,AdjLand,No,Others,ELO,Paved,RL,2.3,4.1,4.6,3.76,174591,7274625
Karapakkam,1607,77,2.0,2.0,4,Partial,No,Others,AllPub,Gravel,C,4.3,4.5,2.4,3.6,96257,7404375
Chrompet,775,127,1.0,1.0,2,Normal Sale,No,Others,NoSewr ,Paved,RL,4.0,4.1,4.6,4.22,100448,7726750
Velachery,1830,84,3.0,2.0,5,Normal Sale,No,House,AllPub,Gravel,RM,3.9,2.0,2.6,2.66,177783,11111430
Chrompet,961,61,1.0,1.0,3,AdjLand,Yes,House,AllPub,No Access,RH,4.8,4.9,5.0,4.9,117691,8406500
Velachery,1925,38,3.0,2.0,5,Family,No,House,ELO,Gravel,C,4.8,4.7,4.0,4.52,83726,8372550
KK Nagar,1301,164,1.0,1.0,3,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,3.7,4.1,3.1,3.58,209072,13938120
Chrompet,1041,35,1.0,1.0,3,Family,Yes,Others,NoSeWa,Paved,RH,4.3,2.3,3.7,3.32,91978,9197770
Karapakkam,1593,6,2.0,2.0,4,AbNormal,Yes,Others,NoSeWa,No Access,I,3.3,3.7,3.5,3.5,183842,7993125
Chrompet,779,42,1.0,1.0,2,Family,No,Commercial,NoSewr ,Gravel,RH,3.4,2.8,4.9,3.61,132457,10189000
Adyar,725,2,1.0,1.0,2,Normal Sale,No,Others,NoSeWa,No Access,RM,4.9,4.3,3.7,4.18,24214,8071375
KK Nagar,1717,115,2.0,1.0,4,AbNormal,No,Commercial,AllPub,Paved,RL,4.9,2.5,4.5,4.02,186557,14350560
Adyar,1248,159,2.0,2.0,4,Normal Sale,No,House,AllPub,Paved,I,4.6,3.7,4.9,4.57,87399,8739885
Chrompet,1223,70,2.0,1.0,4,AbNormal,No,House,AllPub,Gravel,RM,3.6,2.9,3.6,3.32,126014,10501150
T Nagar,1925,177,2.0,1.0,5,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,3.5,4.6,3.6,3.82,378677,23667340
Chrompet,907,5,1.0,1.0,3,AbNormal,Yes,Others,ELO,Gravel,RM,4.4,4.4,3.0,3.98,59974,9995590
Chrompet,1089,29,1.0,1.0,3,Partial,No,Others,NoSeWa,Gravel,RM,3.3,4.0,3.0,3.49,80007,10000930
Anna Nagar,1574,102,1.0,1.0,4,AbNormal,No,House,NoSewr ,Paved,RL,4.2,4.5,2.5,3.595,101122,11235770
Karapakkam,1335,89,2.0,2.0,4,Partial,Yes,Commercial,NoSeWa,Gravel,RM,3.0,2.6,4.4,3.44,168825,12986500
KK Nagar,1876,50,3.0,2.0,5,Family,Yes,Commercial,NoSewr ,Gravel,RL,3.1,4.5,4.3,4.0,181797,16527040
KK Nagar,2455,122,4.0,2.0,6,Normal Sale,No,Commercial,AllPub,Gravel,RM,3.8,3.8,3.8,3.8,341073,20063100
Karapakkam,1280,162,1.0,1.0,3,Normal Sale,No,Others,ELO,Paved,I,3.8,3.2,4.9,4.06,122103,6783500
KK Nagar,2169,92,3.0,2.0,5,Normal Sale,No,Commercial,NoSewr ,Paved,RL,4.6,3.7,3.0,3.69,408950,17039580
Velachery,1897,1,3.0,2.0,5,AdjLand,No,House,NoSewr ,No Access,RM,4.5,3.5,2.1,3.33,90361,10040100
Chrompet,975,147,1.0,1.0,3,AbNormal,No,Others,AllPub,Gravel,RH,4.9,2.9,4.1,3.86,141878,8345750
T Nagar,1876,196,2.0,1.0,5,AbNormal,Yes,House,AllPub,Gravel,RL,4.2,4.8,2.3,3.495,161544,14685790
Anna Nagar,1931,28,2.0,1.0,5,Partial,Yes,House,NoSeWa,Gravel,RM,4.4,4.2,2.2,3.47,266384,14799120
Anna Nagar,1793,157,1.0,1.0,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,2.4,2.9,2.6,2.605,402279,22348850
T Nagar,1618,98,1.0,1.0,4,Family,Yes,Others,NoSewr ,Paved,RH,4.0,3.2,2.4,3.08,201781,12611320
Velachery,1582,50,2.0,1.0,4,AdjLand,No,Others,ELO,Paved,C,3.8,2.4,3.2,2.99,57087,8155260
Chrompet,1050,195,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RM,2.6,3.2,3.8,3.2,43244,14414750
KK Nagar,1938,108,3.0,2.0,5,AbNormal,Yes,Others,NoSeWa,Gravel,RH,5.0,2.8,4.2,4.02,94837,11854600
Anna Nagar,1894,189,2.0,1.0,5,AdjLand,Yes,Others,ELO,No Access,RL,5.0,5.0,3.9,4.56,243277,14310420
Anna Nagar,1780,30,1.0,1.0,4,Normal Sale,Yes,House,NoSewr ,No Access,RH,4.2,2.8,3.8,3.69,104173,11574780
Velachery,1636,34,2.0,1.0,4,Partial,Yes,Others,NoSeWa,Gravel,C,2.5,2.6,2.0,2.4,61450,8778570
Anna Nagar,1864,67,2.0,1.0,5,Family,No,Commercial,NoSewr ,Paved,RM,4.9,2.9,4.5,4.24,310377,20691780
KK Nagar,2478,93,4.0,2.0,6,Partial,Yes,Commercial,NoSewr ,Paved,RL,2.8,4.4,3.9,3.72,156808,19600940
Karapakkam,725,147,1.0,1.0,2,AdjLand,Yes,House,ELO,Paved,C,2.0,3.7,2.4,2.67,49533,4953250
Anna Nagar,1627,50,1.0,1.0,4,AbNormal,No,House,AllPub,Gravel,RL,3.0,3.0,2.2,2.68,145123,12093600
Karapakkam,1652,145,2.0,2.0,4,Family,No,House,AllPub,No Access,C,2.6,2.2,2.1,2.28,59993,5999250
Anna Nagar,1996,46,2.0,1.0,5,Normal Sale,No,Commercial,NoSewr ,Paved,RM,3.2,3.3,4.4,3.705,270805,22567050
KK Nagar,1463,85,2.0,1.0,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,2.3,2.7,3.6,2.94,217636,12802100
Karapakkam,1302,45,1.0,1.0,3,AdjLand,Yes,Others,ELO,Gravel,RH,2.6,4.0,4.7,3.86,221781,8871250
Chrompet,1294,31,2.0,1.0,4,AdjLand,No,House,NoSewr ,No Access,RH,3.9,4.5,2.8,3.81,87822,8782150
Karapakkam,1685,56,2.0,2.0,4,Partial,Yes,Others,NoSewr ,Paved,I,2.3,3.7,3.8,3.32,133434,8895625
Velachery,1790,183,2.0,1.0,4,Normal Sale,No,Others,NoSeWa,No Access,C,3.7,4.7,3.5,4.09,137292,7627340
Chrompet,1036,51,1.0,1.0,3,Family,Yes,Others,NoSeWa,Gravel,RL,4.9,3.4,3.3,3.82,120368,10030670
Anna Nagar,1688,93,1.0,1.0,4,AdjLand,Yes,Commercial,AllPub,Paved,RH,4.8,3.0,4.2,4.11,215962,19632920
Anna Nagar,1707,184,1.0,1.0,4,Normal Sale,No,Commercial,ELO,Gravel,RM,3.2,2.9,3.3,3.165,323074,20192150
Chrompet,919,184,1.0,1.0,3,Normal Sale,No,House,AllPub,Gravel,RH,2.9,4.3,4.2,3.85,127831,7989450
Velachery,1528,125,2.0,1.0,4,Normal Sale,Yes,House,ELO,No Access,I,3.3,2.8,3.1,3.02,172049,8192790
Velachery,1746,162,2.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,No Access,RL,5.0,4.6,4.0,4.52,208840,14917160
Anna Nagar,1885,109,2.0,1.0,5,Partial,Yes,House,NoSewr ,Paved,RL,4.7,4.6,2.4,3.755,162017,13501410
Adyar,1135,124,1.0,1.0,3,AbNormal,No,Others,AllPub,Gravel,C,3.4,3.1,4.2,3.74,86991,8699125
Chrompet,871,47,1.0,1.0,3,AdjLand,No,House,ELO,No Access,RM,2.0,3.1,2.7,2.65,95849,7373000
Adyar,831,139,1.0,1.0,3,Family,No,Others,NoSewr ,No Access,RL,2.2,2.1,3.8,2.98,77139,7713895
Chrompet,1216,12,2.0,1.0,4,Family,Yes,House,ELO,Gravel,RH,4.2,4.5,4.9,4.53,48745,9748900
KK Nagar,1728,45,2.0,1.0,4,Partial,Yes,House,AllPub,Paved,RM,5.0,2.6,3.5,3.68,218614,10930680
Anna Nagar,1677,123,1.0,1.0,4,Partial,No,House,ELO,Gravel,RL,2.5,3.2,4.3,3.395,203100,11947050
Karapakkam,1463,19,2.0,2.0,4,Normal Sale,No,House,NoSewr ,No Access,C,3.0,4.5,3.8,3.77,88275,5885000
T Nagar,1739,67,1.0,1.0,4,Partial,No,House,NoSewr ,No Access,RH,3.2,4.9,4.3,4.12,196093,10320700
Karapakkam,668,122,1.0,1.0,2,Partial,No,House,NoSeWa,Paved,C,4.1,2.1,3.5,3.26,36729,3339000
Anna Nagar,1878,44,2.0,1.0,5,AdjLand,Yes,Others,NoSewr ,No Access,RM,4.3,2.1,2.0,2.83,263435,15496160
Anna Nagar,1780,9,1.0,1.0,4,Normal Sale,No,House,AllPub,Gravel,RM,4.0,3.2,3.7,3.68,236530,13140580
Velachery,1513,72,2.0,1.0,4,Normal Sale,Yes,Others,AllPub,No Access,C,2.4,2.8,3.6,2.94,80090,8008950
Chrompet,917,114,1.0,1.0,3,AdjLand,No,Commercial,NoSeWa,Gravel,RM,4.1,3.9,2.2,3.45,112578,12508650
KK Nagar,2157,133,3.0,2.0,5,Family,No,Others,NoSewr ,Paved,RM,3.0,3.3,3.6,3.33,165944,11853140
Karapakkam,730,73,1.0,1.0,2,AbNormal,No,Commercial,NoSeWa,No Access,C,4.1,5.0,3.9,4.29,39088,4886000
T Nagar,1912,194,2.0,1.0,5,AbNormal,No,Commercial,NoSewr ,Paved,RL,4.2,4.1,2.2,3.275,337717,21107310
KK Nagar,2411,143,4.0,2.0,6,Normal Sale,No,Others,NoSeWa,Gravel,RH,2.1,2.0,4.2,2.91,200329,12520540
T Nagar,1854,92,2.0,1.0,5,AdjLand,No,Others,NoSeWa,No Access,RL,2.3,3.2,2.0,2.39,144907,13173400
KK Nagar,2075,6,3.0,2.0,5,AbNormal,No,Others,AllPub,Paved,RH,4.8,2.3,4.3,3.85,181833,10696080
Karapakkam,1239,166,1.0,1.0,3,AdjLand,No,House,ELO,No Access,I,2.1,4.5,3.5,3.38,73941,5281500
Adyar,890,97,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,No Access,A,3.5,3.0,3.9,3.6,58904,8414875
KK Nagar,2471,92,4.0,2.0,6,Family,No,Others,NoSewr ,Paved,RM,4.8,4.6,4.6,4.66,119332,13259060
KK Nagar,1303,147,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,Paved,RH,3.4,4.3,3.6,3.75,152940,8496660
KK Nagar,1532,60,2.0,1.0,4,Partial,Yes,Commercial,NoSewr ,Paved,RH,5.0,4.0,3.1,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],254703,13405440
Karapakkam,947,112,1.0,1.0,3,Partial,Yes,Others,NoSewr ,Gravel,RM,2.1,4.1,4.0,3.46,87094,8709375
KK Nagar,2271,46,4.0,2.0,6,AdjLand,No,Commercial,NoSeWa,Paved,RM,3.9,4.2,3.1,3.67,442485,18436880
Karapakkam,1610,149,2.0,2.0,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,3.9,5.0,2.9,3.83,141639,12876250
Chrompet,808,39,1.0,1.0,3,Normal Sale,No,Commercial,NoSewr ,No Access,RH,3.3,3.0,4.8,3.63,95441,9544050
Karapakkam,1626,73,2.0,2.0,4,Partial,Yes,Others,ELO,No Access,RM,3.5,3.7,2.6,3.2,142178,9478500
KK Nagar,1596,93,2.0,1.0,4,Partial,Yes,Commercial,AllPub,Paved,RH,3.3,3.5,2.8,3.16,162026,13502160
KK Nagar,1653,27,2.0,1.0,4,Normal Sale,Yes,Others,NoSewr ,Paved,RL,4.7,3.5,4.1,4.1,190787,11222760
Velachery,1609,44,2.0,1.0,4,Partial,Yes,House,NoSewr ,Paved,RH,2.6,2.9,4.5,3.31,86298,9588670
T Nagar,1503,64,1.0,1.0,4,Family,Yes,Commercial,AllPub,Gravel,RH,4.0,4.6,2.6,3.52,287650,17978100
Chrompet,1232,151,2.0,1.0,4,AbNormal,Yes,House,NoSeWa,No Access,RL,2.4,3.5,4.8,3.56,121824,9371100
KK Nagar,1838,157,3.0,2.0,5,AbNormal,No,House,NoSewr ,Paved,RH,5.0,2.4,3.0,3.42,175650,9244720
Velachery,1511,72,2.0,1.0,4,Family,No,House,NoSewr ,Gravel,A,2.6,2.6,4.5,3.17,127345,6702360
Chrompet,1072,182,1.0,1.0,3,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,3.4,3.6,2.4,3.18,180504,12893150
Adyar,1291,112,2.0,2.0,4,AdjLand,No,Others,NoSewr ,Gravel,I,3.4,2.0,3.2,3.02,20337,10168445
Anna Nagar,1771,37,1.0,1.0,4,Family,No,House,AllPub,Paved,RH,2.1,4.7,4.6,3.75,122359,11123540
Chrompet,709,129,1.0,1.0,2,AdjLand,Yes,Others,ELO,Gravel,RM,4.0,3.0,4.7,3.81,55994,9332280
T Nagar,1886,53,2.0,1.0,5,Normal Sale,No,Others,AllPub,Gravel,RM,2.0,3.4,4.1,3.295,262074,15416110
Velachery,1540,20,2.0,1.0,4,Normal Sale,Yes,House,NoSeWa,Paved,I,3.6,2.6,3.6,3.15,130791,8174460
Anna Nagar,1712,42,1.0,1.0,4,Family,No,Commercial,AllPub,Gravel,RL,3.8,4.1,3.8,3.875,348080,19337750
Chrompet,853,125,1.0,1.0,3,Family,Yes,House,NoSewr ,Gravel,RM,2.5,4.2,4.4,3.75,148084,9872250
Chrompet,890,143,1.0,1.0,3,AdjLand,Yes,Commercial,NoSeWa,No Access,RL,2.9,5.0,3.6,3.95,126417,11492450
Chrompet,934,24,1.0,1.0,3,Family,No,Others,NoSeWa,Gravel,RL,4.3,4.8,3.3,4.2,96257,8750680
Adyar,1113,33,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,Paved,A,2.8,3.8,5.0,4.1,109843,8449490
Adyar,1183,179,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSewr ,Paved,I,3.0,2.7,3.8,3.34,28093,14046320
Karapakkam,527,147,1.0,1.0,2,Partial,Yes,House,NoSewr ,Paved,RH,4.5,4.5,4.0,4.3,62079,5173250
Chrompet,996,92,1.0,1.0,3,Family,Yes,Others,NoSeWa,Gravel,RL,3.9,3.6,2.6,3.39,29493,9831120
KK Nagar,1730,2,2.0,1.0,4,Normal Sale,Yes,House,NoSewr ,Paved,RL,4.3,3.0,3.4,3.55,117163,10651140
Velachery,1697,41,2.0,1.0,4,Family,No,Commercial,NoSeWa,Paved,C,2.4,3.4,3.4,3.15,228002,12666780
KK Nagar,2260,101,4.0,2.0,6,AdjLand,No,House,NoSewr ,Gravel,RM,5.0,3.0,3.5,3.8,162870,12528440
Anna Nagar,1754,184,1.0,1.0,4,Normal Sale,Yes,Others,NoSeWa,Paved,RH,3.6,4.4,3.7,3.84,93316,13330820
Anna Nagar,1633,154,1.0,1.0,4,Family,Yes,Commercial,NoSeWa,Paved,RL,3.4,4.5,2.4,3.275,328112,19300690
Chrompet,914,18,1.0,1.0,3,Normal Sale,No,House,NoSeWa,Paved,RM,3.9,4.7,2.7,3.86,65242,8155200
KK Nagar,2457,179,4.0,2.0,6,AdjLand,Yes,Others,NoSewr ,Paved,RL,4.5,5.0,3.2,4.13,194700,13907120
T Nagar,1946,135,2.0,1.0,5,Family,No,Commercial,NoSewr ,Gravel,RL,3.6,3.8,4.4,4.01,372260,21897640
Adyar,713,39,1.0,1.0,2,Normal Sale,No,Others,NoSeWa,Paved,RL,2.7,4.9,3.2,3.39,69084,7676000
Chrompet,1179,162,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,Paved,RL,2.2,3.5,2.6,2.84,110486,10044200
Velachery,1770,138,2.0,1.0,4,Partial,No,House,ELO,Paved,RH,4.1,3.3,2.5,3.26,170962,8548080
Velachery,1833,164,3.0,2.0,5,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,2.6,3.2,4.5,3.44,188894,15741200
KK Nagar,2335,19,4.0,2.0,6,Normal Sale,No,Others,NoSeWa,Gravel,RH,4.7,4.9,3.3,4.2,159782,12290940
Adyar,1122,32,1.0,1.0,3,AbNormal,No,House,ELO,Paved,I,4.2,2.9,2.0,2.84,82481,7498275
Anna Nagar,1866,137,2.0,1.0,5,Normal Sale,Yes,Others,AllPub,No Access,RL,4.4,4.7,2.1,3.555,86455,14409230
Karapakkam,1635,196,2.0,2.0,4,AbNormal,No,Commercial,NoSewr ,Gravel,C,5.0,2.7,2.0,3.11,161445,10763000
Anna Nagar,1514,6,1.0,1.0,4,Family,No,Others,AllPub,No Access,RM,4.0,3.9,2.6,3.415,192762,12047650
Adyar,1242,196,2.0,2.0,4,Family,Yes,House,NoSeWa,Gravel,I,3.6,4.6,3.8,3.9,65649,9378485
Anna Nagar,1861,1,2.0,1.0,5,Family,Yes,House,NoSeWa,No Access,RH,2.3,5.0,4.5,3.855,156089,12006850
KK Nagar,1650,129,2.0,1.0,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,2.5,4.6,2.3,3.05,271287,14278260
Velachery,1802,64,3.0,2.0,5,Partial,No,House,ELO,Gravel,C,2.3,2.7,3.6,2.87,140912,8288940
Velachery,1594,154,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,Paved,I,3.5,2.9,3.3,3.17,118382,9865200
Adyar,1217,189,2.0,2.0,4,Partial,No,Commercial,ELO,Paved,RL,3.7,2.5,3.0,3.11,170144,14178675
KK Nagar,1926,198,3.0,2.0,5,Partial,No,House,NoSewr ,Gravel,RH,2.7,3.2,3.8,3.29,118080,9839960
Karapakkam,1143,49,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,No Access,C,2.8,3.0,4.9,3.7,63366,5280500
Chrompet,1129,124,1.0,1.0,3,AdjLand,No,Others,ELO,Paved,RL,4.4,2.8,3.6,3.52,82934,9214930
Chrompet,937,145,1.0,1.0,3,Family,Yes,House,AllPub,Paved,RH,4.2,4.6,2.0,3.7,123689,8245950
Adyar,790,102,1.0,1.0,2,AdjLand,No,House,ELO,Gravel,RH,4.2,3.1,2.5,3.13,43979,7329900
Adyar,1215,199,2.0,2.0,4,Normal Sale,No,Commercial,NoSeWa,Gravel,RM,3.9,2.1,2.3,2.74,90621,15103540
